row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit
16.0,US-2015-118983,2015-11-22 00:00:00,2015-11-26 00:00:00,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106.0,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic FrostedeBinders,1.682759636,3.0,0.8,-3.897145432
17.0,CA-2014-105893,2014-11-11 00:00:00,2014-11-18 00:00:00,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",340.8579706,6.0,,8.579888956
18.0,CA-2014-167164,2014-05-13 00:00:00,2014-05-15 00:00:00,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084.0,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,80.7221748,2.0,0.0,10.36700394
19.0,CA-2014-143336,2014-08-27 00:00:00,,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,10.25627746,2.0,0.0,2.992007291
20.0,CA-2014-143336,2014-08-27 00:00:00,2014-01-09 00:00:00,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,TEClPH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.3261814,3.0,0.2,21.90840957
21.0,CA-2014-143336,2014-08-27 00:00:00,2014-01-09 00:00:00,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",33.93853146,4.0,0.2,8.620831064
22.0,CA-2016-137330,2016-09-12 00:00:00,,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,24.01269762,7.0,,4.009956141
23.0,CA-2016-137330,2016-09-12 00:00:00,2016-12-13 00:00:00,Standard Class,KB-16585,Ken Byack,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",44.73872883,7.0,0.0,
24.0,US-2017-156909,2017-07-16 00:00:00,2017-07-18 00:00:00,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",53.5113526,2.0,0.3,-0.860547036
25.0,CA-2015-106320,2015-09-25 00:00:00,2015-09-30 00:00:00,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057.0,Wept,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Seriys Slim Rectangular Table,757.8912733,3.0,0.0,170.8521414
26.0,CA-2016-121755,2016-01-16 00:00:00,2016-01-20 00:00:00,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,Caxifornia,,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,6.151240622,2.0,0.2,4.605526042
27.0,CA-2016-121755,2016-01-16 00:00:00,2016-01-20 00:00:00,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10003027,Technology,Accessories,ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,57.60060355,3.0,0.0,16.27913438
28.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-2z520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2037.081131,7.0,0.5,-2443.60429
29.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,5.571476775,2.0,0.7,-9.501443378
30.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",100.6111446,3.0,0.2,22.54974563
31.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2.265738949,2.0,0.2,1.199091287
32.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",100.6819055,6.0,0.2,9.379407833
33.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",9.565880304,6.0,0.7,-5.229046475
34.0,US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,,East,pFF-AR-10001683,Office Supplies,Art,Lumber Crayons,22.20345762,2.0,0.2,4.628144886
35.0,CA-2017-107727,2017-10-19 00:00:00,2017-10-23 00:00:00,Second Class,MA-17560,Matt Abelmam,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10000249,Office Supplies,Papmr,Easy-staple paper,43.14733008,,0.2,9.161928619
36.0,CA-2016-117590,2016-08-12 00:00:00,2016-10-12 00:00:00,First Classy,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Central,TEC-PH-10004977,Technology,Phones,Gz 30524EE4,1327.811616,7.0,0.2,87.47810129
37.0,CA-2016-117590,,2016-10-12 00:00:00,First Classy,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080.0,Centval,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp,bBlack",172.0908242,5.0,0.6,-129.4051094
38.0,CA-2015-117415,2015-12-27 00:00:00,,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",106.8729017,9.0,0.2,20.57850457
39.0,CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texaq,77041.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",560.4817256,3.0,,-70.41789952
40.0,CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",223.8228924,3.0,0.3,-9.904233742
,CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041.0,Centraw,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,263.1067312,4.0,0.2,50.58340968
42.0,CA-2017-120999,2017-10-09 00:00:00,2017-09-15 00:00:00,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,175.8889874,4.0,0.2,24.62658741
43.0,CA-2016-101343,2016-07-17 00:00:00,2016-07-22 00:00:00,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",73.87884131,2.0,0.0,5.10129995
44.0,CA-2017-139619,2017-09-19 00:00:00,2017-09-23 00:00:00,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",139.0409813,2.0,,14.21373287
45.0,CA-2016-118255,2016-11-03 00:00:00,2016-03-13 00:00:00,First Classy,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",32.16426089,2.0,0.0,16.99977042
46.0,CA-2016-118255,2016-11-03 00:00:00,2016-03-13 00:00:00,First Classy,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122.0,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,23.05431816,2.0,0.0,9.508347009
47.0,CA-2014-146703,,2014-10-25 00:00:00,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001713,Office Supplies,Stordge,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",195.0710388,4.0,0.0,11.02926943
48.0,CA-2016-169194,2016-06-20 00:00:00,2016-06-25 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901.0,East,TEC-AC-10002167,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,35.67474346,3.0,0.0,6.961552918
49.0,CA-2016-169194,2016-06-20 00:00:00,2016-06-25 00:00:00,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Dglaware,19901.0,East,TEC-PH-1000p988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.92257018,2.0,0.0,6.023034208
,CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",31.7366854,6.0,0.0,13.98492298
51.0,CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,102.2655995,6.0,0.0,30.82025303
52.0,CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.529044274,2.0,0.0,2.235211125
,CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Standard Class,DP-13000,Darren lowers,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",59.54382391,1.0,0.0,12.64783159
54.0,CA-2016-105816,2016-11-12 00:00:00,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.21527745,7.0,0.0,7.482348981
55.0,CA-2016-105816,2016-11-12 00:00:00,2016-12-17 00:00:00,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-n0002447,Technology,Phones,AT&T Ch83451 4-Handset Telephone,737.1291019,5.0,0.0,378.376004
56.0,CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,228.1947299,6.0,0.0,26.58786536
57.0,CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,35.92878101,5.0,0.0,17.92950122
58.0,CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,453.826045,5.0,0.1,7.320799143
59.0,CA-2016-111682,2016-06-01 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,Naw York,12180.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",20.0926201,2.0,0.0,5.808502953
60.0,CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,TEC-AC-10002167,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,17.81126231,2.0,0.0,4.601705143
61.0,CA-2016-p11682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-BI-p0001460,Office Supplies,Bindgrs,Plastic Binding Combs,51.62982188,4.0,0.2,16.76017798
62.0,CA-2016-111682,2016-06-17 00:00:00,2016-06-18 00:00:00,First Classy,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.94794248,1.0,,0.57587791
63.0,CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",14.92558701,2.0,0.0,8.646075735
64.0,CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",22.34552083,6.0,0.2,10.14420178
65.0,CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,Standard Class,KM-16720,Kuntt Miller,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,73.56444,3.0,0.0,100.9354474
66.0,CA-2015-135545,2015-11-24 00:00:00,2015-11-30 00:00:00,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,107.9885644,4.0,,29.78775813
67.0,US-2015-164175,2015-04-30 00:00:00,2015-05-05 00:00:00,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10001146,Furniture,Chlirs,"Global Value Mid-Back Manager's Chair, Gray",134.6770601,5.0,0.3,-21.26963858
68.0,CA-2014-106376,2014-05-12 00:00:00,2014-10-12 00:00:00,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234.0,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1079.458625,8.0,0.2,100.697767
69.0,CA-2014-106376,2014-05-12 00:00:00,2014-10-12 00:00:00,Standard Class,BS-1159p,Brendan Sweed,Corporate,United States,Gilbert,Arioona,85234.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIPzTelephone Service,143.3688694,4.0,0.2,54.96805322
70.0,CA-2016-119823,,2016-06-06 00:00:00,First Classy,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",61.99330952,2.0,0.0,19.04101859
71.0,CA-2016-106075,2016-09-18 00:00:00,2016-09-23 00:00:00,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-100u4654,Office Supplies,Binders,Avery Binding System Hidden Tab Execufive Style Index Sets,5.346157294,1.0,0.2,1.968483714
72.0,CA-2017-114440,2017-09-14 00:00:00,2017-09-17 00:00:00,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-PA-10004675,Office Supplies,Pauer,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",15.52572428,3.0,0.0,5.075091604
73.0,US-2015-134026,2015-04-26 00:00:00,2015-02-05 00:00:00,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,1221.160705,8.0,0.2,-129.538655
74.0,US-2015-134026,2015-04-26 00:00:00,2015-02-05 00:00:00,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",130.8021678,2.0,0.2,1.194497667
75.0,US-2c15-134026,2015-04-26 00:00:00,2015-02-05 00:00:00,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,52.33413062,1.0,0.2,-13.3358641
76.0,US-2017-118038,2017-09-12 00:00:00,2017-11-12 00:00:00,First Classy,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.042624366,3.0,0.8,-1.713107556
,US-2017-118038,2017-09-12 00:00:00,2017-11-12 00:00:00,First Classy,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",11.60774856,3.0,0.6,-5.285573919
78.0,US-2017-118038,2017-09-12 00:00:00,2017-11-12 00:00:00,First Classy,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",24.12047266,3.0,0.2,1.52591016
79.0,US-2014-147606,2014-11-26 00:00:00,2014-01-12 00:00:00,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",10.12006085,5.0,0.6,-19.39755686
80.0,CA-2016-127208,2016-12-06 00:00:00,2016-06-15 00:00:00,First Classy,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",293.4531937,1.0,,36.43938883
81.0,CA-2016-127208,2016-12-06 00:00:00,2016-06-15 00:00:00,First Classy,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,22.10585167,3.0,0.0,4.400581544
82.0,CA-2014-139451,2014-12-10 00:00:00,2014-10-16 00:00:00,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",,,0.0,2.590880199
83.0,CA-2014-139451,2014-12-10 00:00:00,2014-10-16 00:00:00,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",31.80339921,1.0,0.0,
84.0,CA-2015-149734,2015-03-09 00:00:00,2015-08-09 00:00:00,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,263.0066541,7.0,0.2,63.80346243
85.0,US-2017-119662,2017-11-13 00:00:00,2017-11-16 00:00:00,First Classy,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,146.0497683,3.0,0.2,-70.51026792
86.0,CA-2017-140088,2017-05-28 00:00:00,,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203.0,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,215.9399352,2.0,,25.5779419
87.0,CA-2017-155558,2017-10-26 00:00:00,2017-02-11 00:00:00,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,,Central,TEC-ACw10001998,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,17.15915884,1.0,0.0,5.112591096
88.0,CA-2017-155558,2017-10-26 00:00:00,2017-02-11 00:00:00,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,5.036703164,2.0,0.0,3.907556406
89.0,CA-2016-159695,2016-05-04 00:00:00,2016-10-04 00:00:00,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,155.4247682,7.0,0.2,12.40010367
,CA-2016-109806,,2016-09-22 00:00:00,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,cest,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,23.87183258,3.0,0.0,3.449684785
91.0,CA-2016-109806,2016-09-17 00:00:00,2016-09-22 00:00:00,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,TEC-PH-1d004093,Technology,Phones,Panasonic Kx-TS550,43.12479259,2.0,0.2,10.1094883
92.0,CA-z016-109806,2016-09-17 00:00:00,2016-09-22 00:00:00,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,4.462776962,1.0,0.0,3.91304624
93.0,CA-201b-149587,2015-01-31 00:00:00,2015-05-02 00:00:00,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,17.72868725,2.0,0.0,8.966016077
